Symbol,FinalSettlementPrice,EvaluationDate,FirstTradeDate,ErisPAIDate,EffectiveDate,CashFlowAlignmentDate,MaturityDate,NPV (A),FixedNPV,FloatingNPV,Coupon (%),FairCoupon (%),FixedPayment,FloatingPayment,NextFixedPaymentDate,NextFixedPaymentAmount,PreviousFixingDate,PreviousFixingRate,NextFloatingPaymentDate,NextFloatingPaymentAmount,NextFixingDate,PreviousSettlementDate,PreviousSettlementPrice,PreviousErisPAI,FedFundsDate,FedFundsRate (%),AccrualDays,DailyIncrementalErisPAI,AccruedCoupons (B),ErisPAI (C),SettlementPrice (100+A+B-C),RFQ NPV TickSize ($),Nominal,ResetRateDescriptor,InterpolationFactor,HighTradePrice,LowTradePrice,LastTradePrice,DailyContractVolume,Tag55(T),Tag65(T),Tag55(T+1),Tag65(T+1),LastTradeDate,InitialSpeculatorMargin,SecondarySpeculatorMargin,InitialHedgerMargin,SecondaryHedgerMargin,ExchangeSymbol (EX005),BloombergTicker,FirstFixingDate,Category,BenchmarkContractName,PV01,DV01,ShortName,EffectiveYearMonth,UnpaidFixedAccrualStartDate,UnpaidFixedAccrual,UnpaidFloatingAccrualStartDate,UnpaidFloatingAccrual,NetUnpaidFixedFloatingAccrual,NPV(A)lessNetUnpaidFixedFloatingAccrual,AccruedCoupons(B)plusNetUnpaidFixedFloatingAccrual
LIBM17,98.7699,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2024,06/21/2024,0.3530905024,7.2596544393,-6.9065639369,1.5000000000,1.4270439443,0.0000000000,0.0000000000,12/23/2019,0.7583333333,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,98.6329,-0.2361880967,09/25/2019,1.9000000000,1,0.0000114046,-1.8194014723,-0.2361766921,98.7698657223,"",100,2M-3M,1.0000000000,"","","","","","","","",06/20/2024,1254,1140,1140,1140,LIB,LIBM17,06/19/2017,"","",48.40,46.35,"",201706,06/21/2019,0.3958333333,09/23/2019,0.0179906667,0.3778426667,-0.0247521643,-1.4415588056
LIYM17,98.8383,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2027,06/21/2027,0.2783840590,11.4046791242,-11.1262950652,1.5000000000,1.4633855469,0.0000000000,0.0000000000,12/23/2019,0.7583333333,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,98.6190,-0.3793691498,09/25/2019,1.9000000000,1,0.0000031139,-1.8194014723,-0.3793660359,98.8383486226,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2027,1953,1775,1775,1775,LIY,LIYM17,06/19/2017,"","",76.03,74.16,"",201706,06/21/2019,0.3958333333,09/23/2019,0.0179906667,0.3778426667,-0.0994586077,-1.4415588056
LIIM17,98.6887,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2029,06/21/2029,0.0283644844,14.0723366008,-14.0439721164,1.5000000000,1.4969765699,0.0000000000,0.0000000000,12/23/2019,0.7583333333,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,98.3558,-0.4796839600,09/25/2019,1.9000000000,1,-0.0000160684,-1.8194014723,-0.4797000284,98.6886630406,"",100,2M-3M,1.0000000000,"","","","","","","","",06/20/2029,2750,2500,2500,2500,LII,LIIM17,06/19/2017,"","",93.82,91.91,"",201706,06/21/2019,0.3958333333,09/23/2019,0.0179906667,0.3778426667,-0.3494781823,-1.4415588056
LILM17,98.1163,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2032,06/21/2032,-0.6884928002,17.9218685911,-18.6103613913,1.5000000000,1.5576245270,0.0000000000,0.0000000000,12/23/2019,0.7583333333,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,97.6648,-0.6241287970,09/25/2019,1.9000000000,1,-0.0000601607,-1.8194014723,-0.6241889577,98.1162946852,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2032,3300,3000,3000,3000,LIL,LILM17,06/19/2017,"","",119.48,117.27,"",201706,06/21/2019,0.3958333333,09/23/2019,0.0179906667,0.3778426667,-1.0663354669,-1.4415588056
LIOM17,101.2937,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2037,06/22/2037,1.9539494004,27.9353636285,-25.9814142281,1.7500000000,1.6275955990,0.0000000000,0.0000000000,12/23/2019,0.8847222222,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,100.6717,-0.6592425154,09/25/2019,1.9000000000,1,0.0000702920,-1.3194014723,-0.6591722234,101.2937201515,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2037,3960,3600,3600,3600,LIO,LIOM17,06/19/2017,"","",159.63,159.77,"",201706,06/21/2019,0.4618055556,09/23/2019,0.0179906667,0.4438148889,1.5101345115,-0.8755865834
LIEM17,101.1884,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2047,06/21/2047,1.5899081545,40.4070900246,-38.8171818702,1.7500000000,1.6811423003,0.0000000000,0.0000000000,12/23/2019,0.8847222222,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,100.3496,-0.9179745431,09/25/2019,1.9000000000,1,0.0000396383,-1.3194014723,-0.9179349048,101.1884415869,"",100,2M-3M,1.0000000000,"","","","","","","","",06/20/2047,5280,4800,4800,4800,LIE,LIEM17,06/19/2017,"","",230.90,231.94,"",201706,06/21/2019,0.4618055556,09/23/2019,0.0179906667,0.4438148889,1.1460932656,-0.8755865834
LICU17,98.9599,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2020,09/21/2020,-0.1214223850,1.7344160738,-1.8558384588,1.7500000000,1.8725133789,0.0000000000,0.0000000000,03/20/2020,0.8750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,98.9408,-0.0509747834,09/25/2019,1.9000000000,1,-0.0000074196,-0.9696252778,-0.0509822030,98.9599345403,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2020,264,240,240,240,LIC,LICU17,09/18/2017,"","",9.91,7.59,"",201709,09/20/2019,0.0291666667,09/20/2019,0.0359313333,-0.0067646667,-0.1146577183,-0.9763899445
LIDU17,100.2496,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2021,09/20/2021,0.6736976038,3.9287873440,-3.2550897402,2.0000000000,1.6570455233,0.0000000000,0.0000000000,03/20/2020,1.0000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,100.2037,-0.0455368683,09/25/2019,1.9000000000,1,0.0000331319,-0.4696252778,-0.0455037364,100.2495760624,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2021,567,515,515,515,LID,LIDU17,09/18/2017,"","",19.64,19.52,"",201709,09/20/2019,0.0333333333,09/20/2019,0.0359313333,-0.0025980000,0.6762956038,-0.4722232778
LIWU17,100.8747,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2022,09/20/2022,1.2799219446,5.8585261566,-4.5786042120,2.0000000000,1.5630566766,0.0000000000,0.0000000000,03/20/2020,1.0000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,100.7948,-0.0644970060,09/25/2019,1.9000000000,1,0.0000633317,-0.4696252778,-0.0644336743,100.8747303411,"",100,2M-3M,1.0000000000,"","","","","","","","",09/19/2022,770,700,700,700,LIW,LIWU17,09/18/2017,"","",29.29,29.88,"",201709,09/20/2019,0.0333333333,09/20/2019,0.0359313333,-0.0025980000,1.2825199446,-0.4722232778
LIBU17,103.6638,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2024,09/20/2024,3.5898461891,10.8560711310,-7.2662249420,2.2500000000,1.5059781685,0.0000000000,0.0000000000,03/20/2020,1.1250000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,103.5179,-0.0437741418,09/25/2019,1.9000000000,1,0.0001817535,0.0303747222,-0.0435923883,103.6638132995,"",100,2M-3M,1.0000000000,"","","","","","","","",09/19/2024,1342,1220,1220,1220,LIB,LIBU17,09/18/2017,"","",48.25,49.72,"",201709,09/20/2019,0.0375000000,09/20/2019,0.0359313333,0.0015686667,3.5882775224,0.0319433889
LIYU17,107.9861,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2027,09/20/2027,7.4510946003,18.9479738896,-11.4968792893,2.5000000000,1.5169008777,0.0000000000,0.0000000000,03/20/2020,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,107.7449,-0.0050178320,09/25/2019,1.9000000000,1,0.0003805008,0.5303747222,-0.0046373312,107.9861066537,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2027,2074,1885,1885,1885,LIY,LIYU17,09/18/2017,"","",75.79,79.64,"",201709,09/20/2019,0.0416666667,09/20/2019,0.0359313333,0.0057353333,7.4453592670,0.5361100555
LIIU17,109.5063,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2029,09/20/2029,8.9454130193,23.3775855896,-14.4321725703,2.5000000000,1.5433771502,0.0000000000,0.0000000000,03/20/2020,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,109.1463,-0.0309266492,09/25/2019,1.9000000000,1,0.0004530975,0.5303747222,-0.0304735517,109.5062612932,"",100,2M-3M,1.0000000000,"","","","","","","","",09/19/2029,2750,2500,2500,2500,LII,LIIU17,09/18/2017,"","",93.51,98.95,"",201709,09/20/2019,0.0416666667,09/20/2019,0.0359313333,0.0057353333,8.9396776860,0.5361100555
LILU17,111.3657,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2032,09/20/2032,10.7660717301,29.7684431173,-19.0023713872,2.5000000000,1.5958486066,0.0000000000,0.0000000000,03/20/2020,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,110.8814,-0.0697475811,09/25/2019,1.9000000000,1,0.0005426204,0.5303747222,-0.0692049607,111.3656514130,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2032,3300,3000,3000,3000,LIL,LILU17,09/18/2017,"","",119.07,127.20,"",201709,09/20/2019,0.0416666667,09/20/2019,0.0359313333,0.0057353333,10.7603363968,0.5361100555
LIOU17,114.0648,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2037,09/21/2037,13.4116857739,39.7665460860,-26.3548603121,2.5000000000,1.6568487149,0.0000000000,0.0000000000,03/20/2020,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,113.4014,-0.1234025052,09/25/2019,1.9000000000,1,0.0006727895,0.5303747222,-0.1227297157,114.0647902119,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2037,3960,3600,3600,3600,LIO,LIOU17,09/18/2017,"","",159.07,172.39,"",201709,09/20/2019,0.0416666667,09/20/2019,0.0359313333,0.0057353333,13.4059504406,0.5361100555
LIEU17,119.1074,09/26/2019,03/31/2017,03/31/2017,09/20/2017,09/20/2047,09/20/2047,18.3956489910,57.5150458574,-39.1193968664,2.5000000000,1.7003984037,0.0000000000,0.0000000000,03/20/2020,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,118.1768,-0.1822762913,09/25/2019,1.9000000000,1,0.0009217180,0.5303747222,-0.1813545733,119.1073782865,"",100,2M-3M,1.0000000000,"","","","","","","","",09/19/2047,5280,4800,4800,4800,LIE,LIEU17,09/18/2017,"","",230.06,256.74,"",201709,09/20/2019,0.0416666667,09/20/2019,0.0359313333,0.0057353333,18.3899136577,0.5361100555
LITZ17,99.3328,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2019,12/20/2019,0.4531245119,0.9957873451,-0.5426628332,2.0000000000,1.0899171111,0.0000000000,0.0000000000,12/20/2019,1.0000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,,09/25/2019,99.3328,-0.0143903297,09/25/2019,1.9000000000,1,0.0000239131,-1.1346947222,-0.0143664166,99.3327962063,"",100,2M-3M,1.0000000000,"","","","","","","","",12/19/2019,11,10,10,10,LIT,LITZ17,12/18/2017,"","",4.98,0.01,"",201712,06/20/2019,0.5333333333,09/20/2019,0.0359313333,0.4974020000,-0.0442774881,-0.6372927222
LICZ17,100.3733,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2020,12/21/2020,1.1219493257,3.3426426322,-2.2206933064,2.2500000000,1.4947933385,0.0000000000,0.0000000000,12/20/2019,1.1250000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,100.3453,-0.0110666890,09/25/2019,1.9000000000,1,0.0000577359,-0.7596947222,-0.0110089531,100.3732635567,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2020,341,310,310,310,LIC,LICZ17,12/18/2017,"","",14.86,10.14,"",201712,06/20/2019,0.6000000000,09/20/2019,0.0359313333,0.5640686667,0.5578806590,-0.1956260555
LIDZ17,101.1984,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2021,12/20/2021,1.9390531948,5.5262221685,-3.5871689737,2.2500000000,1.4605149675,0.0000000000,0.0000000000,12/20/2019,1.1250000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,101.1505,-0.0191494155,09/25/2019,1.9000000000,1,0.0000998077,-0.7596947222,-0.0190496078,101.1984080805,"",100,2M-3M,1.0000000000,"","","","","","","","",12/17/2021,633,575,575,575,LID,LIDZ17,12/18/2017,"","",24.56,23.42,"",201712,06/20/2019,0.6000000000,09/20/2019,0.0359313333,0.5640686667,1.3749845281,-0.1956260555
LIWZ17,102.0520,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2022,12/20/2022,2.7838835294,7.6908909956,-4.9070074663,2.2500000000,1.4355640725,0.0000000000,0.0000000000,12/20/2019,1.1250000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,101.9593,-0.0279959760,09/25/2019,1.9000000000,1,0.0001420265,-0.7596947222,-0.0278539495,102.0520427567,"",100,2M-3M,1.0000000000,"","","","","","","","",12/19/2022,847,770,770,770,LIW,LIWZ17,12/18/2017,"","",34.18,32.16,"",201712,06/20/2019,0.6000000000,09/20/2019,0.0359313333,0.5640686667,2.2198148627,-0.1956260555
LIBZ17,105.2634,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2024,12/20/2024,5.6591419549,13.2701049759,-7.6109630210,2.5000000000,1.4338550891,0.0000000000,0.0000000000,12/20/2019,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,105.1106,0.0107532445,09/25/2019,1.9000000000,1,0.0002905944,-0.3846947222,0.0110438389,105.2634033937,"",100,2M-3M,1.0000000000,"","","","","","","","",12/19/2024,1408,1280,1280,1280,LIB,LIBZ17,12/18/2017,"","",53.08,52.51,"",201712,06/20/2019,0.6666666667,09/20/2019,0.0359313333,0.6307353333,5.0284066216,0.2460406111
LIYZ17,107.9084,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2027,12/20/2027,8.2779209904,20.1324961483,-11.8545751580,2.5000000000,1.4720697164,0.0000000000,0.0000000000,12/20/2019,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,107.6527,-0.0155647431,09/25/2019,1.9000000000,1,0.0004233761,-0.3846947222,-0.0151413670,107.9083676352,"",100,2M-3M,1.0000000000,"","","","","","","","",12/17/2027,2134,1940,1940,1940,LIY,LIYZ17,12/18/2017,"","",80.53,82.08,"",201712,06/20/2019,0.6666666667,09/20/2019,0.0359313333,0.6307353333,7.6471856571,0.2460406111
LIEZ17,124.9493,09/26/2019,06/19/2017,06/19/2017,12/20/2017,12/20/2047,12/20/2047,24.9996742348,64.4030878242,-39.4034135894,2.7500000000,1.6825185101,0.0000000000,0.0000000000,12/20/2019,1.3750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,123.9818,0.0393847673,09/25/2019,1.9000000000,1,0.0012682981,-0.0096947222,0.0406530654,124.9493264472,"",100,2M-3M,1.0000000000,"","","","","","","","",12/19/2047,5280,4800,4800,4800,LIE,LIEZ17,12/18/2017,"","",234.19,266.58,"",201712,06/20/2019,0.7333333333,09/20/2019,0.0359313333,0.6974020000,24.3022722348,0.6877072778
LITH18,98.7577,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2020,03/23/2020,-0.1683066984,0.8677641562,-1.0360708545,1.7500000000,2.0894202446,0.0000000000,0.0000000000,03/23/2020,0.8750000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,98.7524,-0.0377858279,09/25/2019,1.9000000000,1,-0.0000091606,-1.1117932778,-0.0377949885,98.7576950123,"",100,2M-3M,1.0000000000,"","","","","","","","",03/20/2020,39,35,35,35,LIT,LITH18,03/19/2018,"","",4.96,2.51,"",201803,09/23/2019,0.0145833333,09/23/2019,0.0179906667,-0.0034073333,-0.1648993651,-1.1152006111
LICH18,98.9701,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2021,03/22/2021,0.0153302297,2.5811628756,-2.5658326459,1.7500000000,1.7396062731,0.0000000000,0.0000000000,03/23/2020,0.8750000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,98.9336,-0.0665946858,09/25/2019,1.9000000000,1,-0.0000011191,-1.1117932778,-0.0665958049,98.9701327568,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2021,451,410,410,410,LIC,LICH18,03/19/2018,"","",14.75,12.45,"",201803,09/23/2019,0.0145833333,09/23/2019,0.0179906667,-0.0034073333,0.0187375630,-1.1152006111
LIDH18,100.3086,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2022,03/21/2022,0.9844373664,4.8852628048,-3.9008254384,2.0000000000,1.5969767009,0.0000000000,0.0000000000,03/23/2020,1.0000000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,100.2537,-0.0596019380,09/25/2019,1.9000000000,1,0.0000490575,-0.7354043889,-0.0595528805,100.3085858580,"",100,2M-3M,1.0000000000,"","","","","","","","",03/18/2022,726,660,660,660,LID,LIDH18,03/19/2018,"","",24.43,25.92,"",201803,09/23/2019,0.0166666667,09/23/2019,0.0179906667,-0.0013240000,0.9857613664,-0.7367283889
LIWH18,100.9266,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2023,03/21/2023,1.5844160028,6.8037580918,-5.2193420890,2.0000000000,1.5342526935,0.0000000000,0.0000000000,03/23/2020,1.0000000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,100.8242,-0.0776361383,09/25/2019,1.9000000000,1,0.0000782158,-0.7354043889,-0.0775579225,100.9265695364,"",100,2M-3M,1.0000000000,"","","","","","","","",03/20/2023,919,835,835,835,LIW,LIWH18,03/19/2018,"","",34.02,34.35,"",201803,09/23/2019,0.0166666667,09/23/2019,0.0179906667,-0.0013240000,1.5857400028,-0.7367283889
LIBH18,102.0149,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2025,03/21/2025,2.6312255505,10.5717667826,-7.9405412321,2.0000000000,1.5022164971,0.0000000000,0.0000000000,03/23/2020,1.0000000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,101.8587,-0.1191653414,09/25/2019,1.9000000000,1,0.0001306213,-0.7354043889,-0.1190347201,102.0148558817,"",100,2M-3M,1.0000000000,"","","","","","","","",03/20/2025,1452,1320,1320,1320,LIB,LIBH18,03/19/2018,"","",52.86,54.12,"",201803,09/23/2019,0.0166666667,09/23/2019,0.0179906667,-0.0013240000,2.6325495505,-0.7367283889
LIYH18,105.5961,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2028,03/21/2028,5.8449661419,18.0480831524,-12.2031170105,2.2500000000,1.5213257298,0.0000000000,0.0000000000,03/23/2020,1.1250000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,105.3285,-0.1104363580,09/25/2019,1.9000000000,1,0.0002943452,-0.3590155001,-0.1101420128,105.5960926546,"",100,2M-3M,1.0000000000,"","","","","","","","",03/20/2028,2145,1950,1950,1950,LIY,LIYH18,03/19/2018,"","",80.21,83.54,"",201803,09/23/2019,0.0187500000,09/23/2019,0.0179906667,0.0007593333,5.8442068086,-0.3582561668
LIEH18,118.8496,09/26/2019,09/18/2017,09/18/2017,03/21/2018,03/21/2048,03/23/2048,18.6479127945,58.3264312963,-39.6785185018,2.5000000000,1.7007091648,0.0000000000,0.0000000000,03/23/2020,1.2500000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,117.9028,-0.1852252168,09/25/2019,1.9000000000,1,0.0009341776,0.0173733888,-0.1842910392,118.8495772225,"",100,2M-3M,1.0000000000,"","","","","","","","",03/20/2048,5280,4800,4800,4800,LIE,LIEH18,03/19/2018,"","",233.31,260.77,"",201803,09/23/2019,0.0208333333,09/23/2019,0.0179906667,0.0028426667,18.6450701278,0.0202160555
LITM18,98.9060,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2020,06/22/2020,0.2764058967,1.7455597688,-1.4691538721,1.7500000000,1.4728910016,0.0000000000,0.0000000000,12/20/2019,0.8750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,98.8944,-0.0453003833,09/25/2019,1.9000000000,1,0.0000139753,-1.4156552778,-0.0452864080,98.9060370269,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2020,94,85,85,85,LIT,LITM18,06/18/2018,"","",9.97,5.10,"",201806,06/20/2019,0.4666666667,09/20/2019,0.0359313333,0.4307353333,-0.1543294366,-0.9849199445
LICM18,99.1882,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2021,06/21/2021,0.5320861525,3.4537941056,-2.9217079531,1.7500000000,1.4803977196,0.0000000000,0.0000000000,12/20/2019,0.8750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,99.1444,-0.0717891339,09/25/2019,1.9000000000,1,0.0000257684,-1.4156552778,-0.0717633655,99.1881942402,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2021,451,410,410,410,LIC,LICM18,06/18/2018,"","",19.74,15.07,"",201806,06/20/2019,0.4666666667,09/20/2019,0.0359313333,0.4307353333,0.1013508192,-0.9849199445
LIDM18,99.5769,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2022,06/20/2022,0.8958545758,5.1424391955,-4.2465846197,1.7500000000,1.4451358202,0.0000000000,0.0000000000,12/20/2019,0.8750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,99.5106,-0.0966970577,09/25/2019,1.9000000000,1,0.0000437805,-1.4156552778,-0.0966532772,99.5768525752,"",100,2M-3M,1.0000000000,"","","","","","","","",06/17/2022,798,725,725,725,LID,LIDM18,06/18/2018,"","",29.39,27.90,"",201806,06/20/2019,0.4666666667,09/20/2019,0.0359313333,0.4307353333,0.4651192425,-0.9849199445
LIWM18,101.1397,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2023,06/20/2023,2.2235996324,7.7899636208,-5.5663639884,2.0000000000,1.4291116774,0.0000000000,0.0000000000,12/20/2019,1.0000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,101.0295,-0.0818356056,09/25/2019,1.9000000000,1,0.0001115353,-1.1656552778,-0.0817240703,101.1396684248,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2023,979,890,890,890,LIW,LIWM18,06/18/2018,"","",38.95,37.01,"",201806,06/20/2019,0.5333333333,09/20/2019,0.0359313333,0.4974020000,1.7261976324,-0.6682532778
LIBM18,102.1968,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2025,06/20/2025,3.2412209205,11.5464129276,-8.3051920072,2.0000000000,1.4385752630,0.0000000000,0.0000000000,12/20/2019,1.0000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,102.0366,-0.1213510798,09/25/2019,1.9000000000,1,0.0001626026,-1.1656552778,-0.1211884772,102.1967541199,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2025,1513,1375,1375,1375,LIB,LIBM18,06/18/2018,"","",57.73,56.62,"",201806,06/20/2019,0.5333333333,09/20/2019,0.0359313333,0.4974020000,2.7438189205,-0.6682532778
LIYM18,105.7376,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2028,06/20/2028,6.5397715692,19.1234467358,-12.5836751666,2.2500000000,1.4805526177,0.0000000000,0.0000000000,12/20/2019,1.1250000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,105.4559,-0.1138167487,09/25/2019,1.9000000000,1,0.0003302698,-0.9156552778,-0.1134864789,105.7376027703,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2028,2200,2000,2000,2000,LIY,LIYM18,06/18/2018,"","",84.99,85.99,"",201806,06/20/2019,0.6000000000,09/20/2019,0.0359313333,0.5640686667,5.9757029025,-0.3515866111
LIEM18,118.9128,09/26/2019,12/18/2017,12/18/2017,06/20/2018,06/20/2048,06/22/2048,19.3966340351,59.3727091025,-39.9760750674,2.5000000000,1.6832681072,0.0000000000,0.0000000000,12/20/2019,1.2500000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,117.9582,-0.1828302660,09/25/2019,1.9000000000,1,0.0009732743,-0.6656552778,-0.1818569917,118.9128357489,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2048,5280,4800,4800,4800,LIE,LIEM18,06/18/2018,"","",237.49,262.87,"",201806,06/20/2019,0.6666666667,09/20/2019,0.0359313333,0.6307353333,18.7658987018,-0.0349199445
LITU18,100.0574,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2020,09/21/2020,0.3723547641,2.2361651530,-1.8638103889,2.2500000000,1.8753415281,0.0000000000,0.0000000000,03/19/2020,1.1250000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,100.0382,-0.0160710539,09/25/2019,1.9000000000,1,0.0000186382,-0.3310498611,-0.0160524157,100.0573573187,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2020,165,150,150,150,LIT,LITU18,09/17/2018,"","",9.94,7.65,"",201809,09/19/2019,0.0437500000,09/19/2019,0.0420803056,0.0016696944,0.3706850697,-0.3293801667
LICU18,100.8553,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2021,09/20/2021,1.1632964303,4.4260878786,-3.2627914484,2.2500000000,1.6586387257,0.0000000000,0.0000000000,03/19/2020,1.1250000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,100.8093,-0.0230897236,09/25/2019,1.9000000000,1,0.0000589648,-0.3310498611,-0.0230307588,100.8552773280,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2021,523,475,475,475,LIC,LICU18,09/17/2018,"","",19.67,19.59,"",201809,09/19/2019,0.0437500000,09/19/2019,0.0420803056,0.0016696944,1.1616267359,-0.3293801667
